well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
D10;RI;FP;s;10;D;"FP_SM
BT";0,00567068946737462;0,0515000000000000;24,4808988457103389
D12;BT;;p;12;D;"FP_SM
BT";0,03479669156072338;0,2920000000000000;-0,1246547572753347
E1;EC;LB;s;1;E;"LB_SM
LJ";0,25787852335190531;0,5597500000000000;17,2378944226584885
E2;BA;LB;s;2;E;"LB_SM
LJ";0,31816666299327728;1,5945000000000000;-0,3924957141079339
E3;FP;LB;s;3;E;"LB_SM
LJ";0,01203694784182637;0,0728750000000000;6,8290668314840328
E4;BT;LB;s;4;E;"LB_SM
LJ";0,09355994582402261;0,5000000000000000;-0,5219713209176012
E5;LJ;LB;s;5;E;"LB_SM
LJ";0,27717764312696258;1,1757500000000001;3,5821945369886983
E6;LB;LB;s;6;E;"LB_SM
LJ";0,13176172924990193;1,1282500000000000;4,9066411456572823
E7;BOV;LB;s;7;E;"LB_SM
LJ";0,19329213416567373;1,1719999999999999;15,0207435266550746
E8;BOB;LB;s;8;E;"LB_SM
LJ";0,11780689696893652;1,1810000000000000;7,6141825869980106
E9;AM;LB;s;9;E;"LB_SM
LJ";0,10314404136097649;0,7860000000000000;12,1860371490741510
E10;RI;LB;s;10;E;"LB_SM
LJ";0,18916787742837568;0,8180000000000001;15,6100744475777500
E12;LJ;;p;12;E;"LB_SM
LJ";0,28823495099843649;1,3157500000000000;4,5033825861487369
F1;EC;LB;s;1;F;"LB_SM
LB";0,19006501818342553;0,6942499999999999;15,0033876192256308
F2;BA;LB;s;2;F;"LB_SM
LB";0,29270398444920437;1,6276250000000001;-0,3026556449762319
F3;FP;LB;s;3;F;"LB_SM
LB";0,43755858040406359;1,4513750000000001;12,0245512161770343
F4;BT;LB;s;4;F;"LB_SM
LB";0,09717237403837933;0,5052500000000000;-0,9760951326664284
F5;LJ;LB;s;5;F;"LB_SM
LB";0,26846859964059638;1,1415000000000000;3,6083220365275523
F6;LB;LB;s;6;F;"LB_SM
LB";0,13197466333942959;1,1110000000000000;5,2965471785287797
F7;BOV;LB;s;7;F;"LB_SM
LB";0,22681912044794403;1,2472500000000000;15,0986316640197025
F8;BOB;LB;s;8;F;"LB_SM
LB";0,11677869732388511;1,2040000000000000;7,2989420931768416
F9;AM;LB;s;9;F;"LB_SM
LB";0,10183097437086057;0,7024999999999999;13,1697982327435739
F10;RI;LB;s;10;F;"LB_SM
LB";0,21498807955237806;0,9900000000000000;15,2770808330082524
F12;LB;;p;12;F;"LB_SM
LB";0,09068492617389520;0,7800000000000000;6,9302858551051258
G1;EC;EC;s;1;G;"EC_SM
BOV";0,04118830876056759;0,0723750000000000;23,2112604081963063
G2;BA;EC;s;2;G;"EC_SM
BOV";0,28359153538027287;1,4980000000000000;-0,1287795171145491
G3;FP;EC;s;3;G;"EC_SM
BOV";0,32638067251041847;1,1391249999999999;10,5815214689660575
G4;BT;EC;s;4;G;"EC_SM
BOV";0,08924746921345808;0,4992500000000000;0,0766163135049554
G5;LJ;EC;s;5;G;"EC_SM
BOV";0,15970711921626840;1,1336249999999999;2,6207038963203679
G6;LB;EC;s;6;G;"EC_SM
BOV";0,06779762570579709;0,5900000000000000;3,0603805071424128
G7;BOV;EC;s;7;G;"EC_SM
BOV";0,15000525941846479;0,4672500000000000;17,8809789705474671
G8;BOB;EC;s;8;G;"EC_SM
BOV";0,13658604093738019;0,2937500000000000;0,3585105339756257
G9;AM;EC;s;9;G;"EC_SM
BOV";0,08854831132077243;0,3087499999999999;-0,2900081448520797
G10;RI;EC;s;10;G;"EC_SM
BOV";0,00304118833647747;0,0227499999999999;10,2522925247827157
G12;BOV;;p;12;G;"EC_SM
BOV";0,15469371160885390;0,7813749999999999;16,1986541719886041
H1;EC;EC;s;1;H;"EC_SM
BOB";0,01238102181989527;0,0625000000000000;25,0567699503298336
H2;BA;EC;s;2;H;"EC_SM
BOB";0,24986636079583710;1,7150000000000001;-0,2188368586376021
H3;FP;EC;s;3;H;"EC_SM
BOB";0,10419222623704574;0,3410000000000000;13,8074026720145362
H4;BT;EC;s;4;H;"EC_SM
BOB";0,14528579415623150;0,5840000000000000;0,4458913634345443
H5;LJ;EC;s;5;H;"EC_SM
BOB";0,15194095989831291;1,1563749999999999;2,3538762854475750
H6;LB;EC;s;6;H;"EC_SM
BOB";0,06077863529409527;0,5712500000000000;1,4123553365730783
H7;BOV;EC;s;7;H;"EC_SM
BOB";0,15219171041680635;0,7252500000000000;15,5354431372970403
H8;BOB;EC;s;8;H;"EC_SM
BOB";0,10855048153822157;0,2821250000000000;-0,2690765265918366
H9;AM;EC;s;9;H;"EC_SM
BOB";0,07491780355356210;0,3182499999999999;-0,1824898120853397
H10;RI;EC;s;10;H;"EC_SM
BOB";0,00403492670227899;0,0240000000000000;17,5098855162964604
H12;BOB;;p;12;H;"EC_SM
BOB";0,11444678783069100;1,2860000000000000;7,6161815963858839
