well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
E6;LB;LB;s;6;E;"LB_SM
LJ";0,14406822919141279;1,128500;4,77584820684574929
E7;BOV;LB;s;7;E;"LB_SM
LJ";0,20505001955419203;1,174625;14,80378686346136163
E8;BOB;LB;s;8;E;"LB_SM
LJ";0,12656143072001563;1,181125;7,31390711671536575
E9;AM;LB;s;9;E;"LB_SM
LJ";0,10932603675821068;0,785375;11,75545091676366383
E10;RI;LB;s;10;E;"LB_SM
LJ";0,20915801998337419;0,815375;15,49855668299441369
E12;LJ;;p;12;E;"LB_SM
LJ";0,30256155858441108;1,307875;4,40354218818276077
F1;EC;LB;s;1;F;"LB_SM
LB";0,21361431787139903;0,692625;14,99286725266490095
F2;BA;LB;s;2;F;"LB_SM
LB";0,31913491891296014;1,626250;-0,32791355563754743
F3;FP;LB;s;3;F;"LB_SM
LB";0,46386467628357203;1,452625;11,94398855024432393
F4;BT;LB;s;4;F;"LB_SM
LB";0,10913883558038585;0,507625;-1,10568359214067069
F5;LJ;LB;s;5;F;"LB_SM
LB";0,28224181281304100;1,140375;3,45386300300961091
F6;LB;LB;s;6;F;"LB_SM
LB";0,14461628547123292;1,111625;5,15619674313598164
F7;BOV;LB;s;7;F;"LB_SM
LB";0,24307792045645826;1,249875;14,93098744413948076
F8;BOB;LB;s;8;F;"LB_SM
LB";0,12541941237970849;1,202500;7,01885205893020547
F9;AM;LB;s;9;F;"LB_SM
LB";0,10718084419732268;0,699125;12,75958123144944700
F10;RI;LB;s;10;F;"LB_SM
LB";0,23691753574628657;0,988500;15,19849627042338192
F12;LB;;p;12;F;"LB_SM
LB";0,10052642051758053;0,778125;6,89445101766494517
G1;EC;EC;s;1;G;"EC_SM
BOV";0,04748003355536301;0,071875;23,31103513623603973
G2;BA;EC;s;2;G;"EC_SM
BOV";0,31269047333792738;1,497125;-0,14445405299642167
G3;FP;EC;s;3;G;"EC_SM
BOV";0,35151498601393261;1,146625;10,48143836549223984
G4;BT;EC;s;4;G;"EC_SM
BOV";0,10046209482622288;0,498625;0,00426009694567829
G5;LJ;EC;s;5;G;"EC_SM
BOV";0,16647843133385337;1,124625;2,35706961567777418
G6;LB;EC;s;6;G;"EC_SM
BOV";0,07633102229231907;0,590375;2,97966636032976373
G7;BOV;EC;s;7;G;"EC_SM
BOV";0,16246990535563968;0,464625;17,71580970582691350
G8;BOB;EC;s;8;G;"EC_SM
BOV";0,15490408462799843;0,294750;0,29802958219932407
G9;AM;EC;s;9;G;"EC_SM
BOV";0,10039313851647444;0,305875;-0,27588874780403599
G10;RI;EC;s;10;G;"EC_SM
BOV";0,00367341601320152;0,022250;17,58073561046686706
G12;BOV;;p;12;G;"EC_SM
BOV";0,16589472495326146;0,781875;16,08323913469004651
H1;EC;EC;s;1;H;"EC_SM
BOB";0,01413833451580696;0,063125;24,67438271807965222
H2;BA;EC;s;2;H;"EC_SM
BOB";0,27266555606242576;1,712375;-0,22893781783054218
H3;FP;EC;s;3;H;"EC_SM
BOB";0,11951582082485909;0,340875;13,80165475551416421
H4;BT;EC;s;4;H;"EC_SM
BOB";0,16163157900715164;0,583125;0,44846729164152338
H5;LJ;EC;s;5;H;"EC_SM
BOB";0,16816593043526173;1,152875;2,35656716315716697
H6;LB;EC;s;6;H;"EC_SM
BOB";0,06945140722261878;0,570125;1,50654685269865452
H7;BOV;EC;s;7;H;"EC_SM
BOB";0,16422249882026624;0,722625;15,27708580899451185
H8;BOB;EC;s;8;H;"EC_SM
BOB";0,12359813683068915;0,285125;-0,30560507495968037
H9;AM;EC;s;9;H;"EC_SM
BOB";0,08621215391715990;0,317250;-0,23237924924716602
H10;RI;EC;s;10;H;"EC_SM
BOB";0,00489469145532467;0,023250;18,69006788840183120
H12;BOB;;p;12;H;"EC_SM
BOB";0,12280280194194484;1,283625;7,46758650007296421
